review_id,puskesmas_id,puskesmas_name,wilayah,rating,stratum,review_text
PKM_BTL_010_R0192_c8276b30,PKM_BTL_010,Imogiri 2,Bantul,1,Bantul | sedang | 1★,"Pelayanan yg payah, di kejar2 suruh swab jauh2 datang sampai lokasi tidak ada petugasnya. Aneh sekali.."
PKM_SBY_059_R1108_187724f8,PKM_SBY_059,Tanah Kali Kedinding,Surabaya,1,Surabaya | panjang | 1★,"Pengalaman saya ambil obat di dokter umum :
Apoteker berada di tempat tertutup, sebelah ada kipas angin gede berisik, belum suara pasien yg nunggu juga berisik. Sehingga saya ga denger apa yg dikatakan apoteker saya suruh ngulang malah bentak dengan nada kesal. Kalo ada di ruang tertutup gitu ya pake microphone lah buat komunikasi.. Kondisinya disitu selalu rame.. Ngasih/ngambil sesuatu juga kek jijik Gitu.. Takut covid juga ga perlu segitunya.. Saya juga takut.. TETEP RESPECT sama orng. TATAKRAMA DIJAGA.. Thanks.

Saya juga baca riview yg laen ternyata emang sama keluhannya PELAYANAN TIDAK RAMAH."
PKM_SBY_005_R0874_bba5e5b3,PKM_SBY_005,Dukuh  Kupang,Surabaya,1,Surabaya | panjang | 1★,Pelayanan lama banget pdhl sdh tdk ada pasien didlm. Kasihan yg udah tua nunggu kelamaan. Beda sama puskesmas lain. Makin lama makin buruk aja pelayanan nya. Mohon diperhatikan pasiennya yg udah nunggu lama. Terima kasih 🙏
PKM_BTL_025_R0961_cf7046a1,PKM_BTL_025,Sewon 1,Bantul,2,Bantul | sedang | 2★,Tutup nya terlalu pagi kemarin 3 minggu yang lalu saya ke sana jam setengah dua belas udah tutup enggak ada dokter
PKM_SMG_008_R0744_e25c6bc2,PKM_SMG_008,Gunungpati,Semarang,2,Semarang | panjang | 2★,"cmn bisa bersabar  sama pelayanan UPTD PUSKESMAS GUNUNGPATI
Dari masuk administrasinya tk ramah sm sekali, bagian bantu dokter yg urus tensi dll sm sekali ga ramah dn sinis, apalagi dokternya masyaAllah ada yg tanya pasien jwbnnyagabaik , dn saya sendiri periksa dn masuk ruangan dokternya malah ada suara musik yg emg di putar oleh dokternya alhasil sy jelasin ga denger dn dibentak
tolong dievaluasi kembali , masyarakat membutuhkan informasi yg baik dn bisa diterima masyarakat untuk bisa sembuh dari sakitnya"
PKM_SMG_002_R0724_01ddf6fc,PKM_SMG_002,Bangetayu,Semarang,1,Semarang | sedang | 1★,"Kak , mau tnya kmrn pengurusan sertifikat vaksin anak yg sudah komplit dengan disertai pengumpulan buku KIA kok smpai skrg belum jadi ? Ada kendala apa ya kak ?"
PKM_SMG_014_R0076_04ce66ca,PKM_SMG_014,Kedungmundu,Semarang,1,Semarang | panjang | 1★,"kecewa sih ka, hari jumat minta tolong cabutin gigi anak karena sudah goyang. di cabut sih alhamdulillah.
tp kenapa hand glovenys engga di ganti. pertama pas mau ngecek dokternya pake hand glove baru tuh. trus pas ngecek gigi anakku tbtb ada yg jualan kantin dateng. itu kebetulan blm puasa jd mereka pada pesen makanan gt. dokter yg ngecek gigi anakku langsung berdiri, ambil duit masih pake hand glove yg di pake ngecek. trus kelaran cabut gigi anakku masih pake hand glove yg bekas ambil duit itu
kek jujur waktu mau aku tegur mikirnya ntar anakku kaga di cabut giginya. ya salah sih akunya engga negur. tp kan NORMALNYA tuh ganti gasih. SADAR.
kalo jdnya engga oke di pasien gmn?

plis lah. makasih. tp kapok"
PKM_BTL_002_R0600_ba06228b,PKM_BTL_002,Banguntapan 1,Bantul,1,Bantul | sedang | 1★,Malesss banget cuma mau buat surat rujukan aja ga boleh!!!?? Huuuuuuu bintang 0 juga kalau ada
PKM_SBY_041_R0335_1e223ede,PKM_SBY_041,Krembangan Selatan,Surabaya,1,Surabaya | sedang | 1★,"Banyak dokter apa gunanya kalau melayani pasien lambat,kasihan pasien yang kesakitan"
PKM_BTL_005_R0041_bc4b7730,PKM_BTL_005,Bantul 1,Bantul,2,Bantul | panjang | 2★,"Poli gigi dokternya ga ramah, judes, ngasih infonya juga setengah2. Kalau ga dikasih info yg jelas kn juga bingung mau gerak gimana. Terus dokter nya Minta kertas rujukan poli trs dikumpulkan lgi juga kaya ngerebut gitu ga bilang baik baik ambilnya juga kaya orang yg pegang benda kotor. Bener sii saya cuma pasien tapi seenggaknya menghormatibpasien. Untung ada dokter gigi yg ngasih informasi dg jelas."
PKM_SBY_037_R0403_336253a0,PKM_SBY_037,Kalirungkut,Surabaya,1,Surabaya | sedang | 1★,Pelayan kurang memuaskan karena lama sekali. Saran saya mohon di tambah petugas kesehatan di puskesmas kalirungkutnya. Selain kurangnya tenaga medis juga kurang bersihnya kamar mandinya
PKM_SMG_036_R0545_3d9a15b6,PKM_SMG_036,Telogosari Wetan,Semarang,1,Semarang | panjang | 1★,"Proses lama sekali.
Dari daftar ke poli hingga tunggu obat bisa 2 jam lebih,padahal ga terlalu rame.
Dokternya banyak yang ngobrol sama hp an Waktu di poli umum.
Antri obat luama pol.
Ya emang si BPJS,tapi ga gini amat."
PKM_SBY_037_R0114_a6875687,PKM_SBY_037,Kalirungkut,Surabaya,2,Surabaya | sedang | 2★,Bayar 2x 20rb pendaftaran trus 20rb lagi psikolog. Pdhl udh bawa BPJS hahaha trus ya agak kureng jujurly
PKM_SMG_035_R1811_dacbd810,PKM_SMG_035,Telogosari Kulon,Semarang,2,Semarang | sedang | 2★,"Pelayanan sangat lama , pegawai kurang cekatan dan cenderung males , kurang ramah senyum !
Tolong dibenahi sdm nya ,terima kasih"
PKM_BTL_012_R0088_68ac675c,PKM_BTL_012,Jetis 2,Bantul,1,Bantul | panjang | 1★,"Pelayanannya kurang terutama sikap dokternya yang judes beda banget sama puskesmas lain yang ramah , orang sakit malah dijudesin ya siaapa sih yang mau sakit ,orang sakit fisik malah kena mentalnya. Orang juga jadi takut buat periksa. Emang periksa di puskesmas itu murah bahkan bisa gratis pake BPJS tapi jangan semena mena sama pasien 🙏"
PKM_SBY_063_R0685_a2de4cce,PKM_SBY_063,Wonokusumo,Surabaya,1,Surabaya | sedang | 1★,"Pelayanan buka jam 7.30
Baru dipanggil jam 8.00
Pelayang kurang baik"
PKM_SBY_018_R0394_a99a3bfa,PKM_SBY_018,Mulyorejo,Surabaya,2,Surabaya | panjang | 2★,"Dari segi fasilitas sebetulnya sudah cukup lengkap, hanya dari pelayanan seperti perlu ditingkatkan. Tempat pendaftaran di depan kurang gercep, terkesan gaptek dan aras2en.

Poli gigi kurang profesional, pasien sudah masuk dokternya masih sarapan di ruang periksa, jadi bau makanan satu ruangan.
Mau cabut gigi gagal karena petugas tes darahnya cuti....🤦‍♀️"
PKM_SBY_032_R0661_37894641,PKM_SBY_032,Dr Soetomo,Surabaya,1,Surabaya | panjang | 1★,"Pengalaman yang buruk disini, antrian nomornya lama sekali. Dokter yg memeriksa ketus tidak ramah. Sebelumnya pernah berobat disini tapi kali ini pelayanannya tidak bagus. Apalagi minta surat dokter malah gaboleh. Jadi makin aneh. Mempersulit orang sakit."
PKM_SMG_001_R0046_a71add2c,PKM_SMG_001,Bandarharjo,Semarang,1,Semarang | sedang | 1★,tepat hari ini tadi priksa anak 3 tahun di tarikin uang 10rb oleh petugas pendaftaran/pungli
PKM_SMG_031_R0302_444bce4f,PKM_SMG_031,Rowosari,Semarang,1,Semarang | panjang | 1★,"pelayanan sangat berbelit - belit dan lama, dilempar lempar suruh bolak balik:
diawal dah bayar terus hbs dr poli terus ke laborat trs suruh balik ke depan bayar lagi, antri lagi dr awal
kenapa gak dr awal aja langsung suruh bayar semua
atau bayar di terakhir semua, biar gak bolak balik
dateng dr jam 7:38 tp jam set10 masih belum ditangani dan masih antri bayar.

hari sebelumnya dah kesini jam 12 tp ujung"" nya suruh dateng besoknya karna laborat tutup jam 1???
minimal kalo pelayanan lemot jangan tutup cepet"
PKM_SMG_022_R0850_41cdaf78,PKM_SMG_022,Ngaliyan,Semarang,1,Semarang | panjang | 1★,"Mohon maaf saya kasih bintang 1.
Untuk pelayanan ugdnya sangat kurang sekali. Pernah bawa sikecil ke sini habis isya pukul 19.30 WIB perlu tindakan cepat katanya 24 jam tapi kog tutup dan dikunci bahkan sudah dipencet belnya gak ada yang respon. Mohon untuk dinas kesehatan kota semarang khsususnya pemkot semarang agar menjadi atensi.

Kami warga semarang yang berusaha taat dengan aturan, bayar pbb juga tepat waktu. Tapi ketika kami meminta hak kami untuk mendapatkan fasilitas/pelayanan kesehatan dengan baik malah tidak sesuai dengan harapan. Akhirnya kami bawa sikecil ke IGD Tugurejo. Rasanya kecewa sekali.
Semoga ke depan lebih baik lagi."
PKM_SBY_019_R0562_b311466d,PKM_SBY_019,Ngagel  Rejo,Surabaya,2,Surabaya | sedang | 2★,"Semoga Puskesmas Ngagel Rejo Surabaya semakin memperbaiki pelayanannya, karena sudah banyak komplain yang kurang bagus."
PKM_SBY_025_R0240_f17c822e,PKM_SBY_025,Siwalankerto,Surabaya,2,Surabaya | panjang | 2★,pelayanan kurang di perhatikan.sudah daftar antri nunggu di panggil no antrianya begitu sudah di panggil dokternya tidak ada  aliyas tidak masuk...bisa kan bilang ke pasien mf bu pak hri ini dokternya tidak masok bisa kembali lusa atau minggu depan dan satu lagi untuk bpk linmas gendut tolong jangan cari perhtian sma cewek cewek yang cantik ngomongnya pas yang cantik santun giliran yang dateng tua etika kamu yang lembut dan santun hilang mohon di benahi ni masukan dan saran  buat lebih baik lgi kedepane pukesmas Siwalankerto
PKM_SMG_035_R1884_d54a2b82,PKM_SMG_035,Telogosari Kulon,Semarang,2,Semarang | sedang | 2★,BAIK...TRIMA KASIH masnya gendut bagian loket...informasinya membantu sekali..
PKM_BTL_011_R0160_ae2971ae,PKM_BTL_011,Jetis 1,Bantul,2,Bantul | sedang | 2★,"Pelayanan pada pengambilan obat tidak ramah, malah terkesan sombong dan semena mena."
PKM_BTL_025_R0036_8887c638,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | panjang | 1★,"Saya ingin bertanya tentang sistem antrian di puskesmas ini,kenapa saya yang antri sejak jam 07:31 sudah dapat antrian 37,setelah saya tanyakan ke peugas beralasan karna memang banyak peserta sudah mendaftar online terlebih dahulu,
Sedangkan yang mendaftar antrian jam 08:12 no antriannya 24,padahal beliau juga mendaftar secara offline ???
No antrian ini sebenarnya berdasarkan apa ya ??"
PKM_BTL_025_R0640_1c4eebb8,PKM_BTL_025,Sewon 1,Bantul,1,Bantul | panjang | 1★,"Pelayanan buruk banget apalagi bagian pendaftaran. Padahal cuma tanya, pendaftaran di mana malah disuruh baca, sini baca kok orang punya mata. Bagian pendaftaran tuh harusnya mampu mengomunikasikan informasi kepada para pasien atau minimal terpasang kertas petunjuk kalau kartu BPJS dikumpulkan dulu di meja pendaftaran nanti baru dipanggil. Kok bisa orang kayak gitu bisa lolos jadi pegawai? Nggak ramah, komunikatif juga nggak. Dibayar pakai uang rakyat kok kerjanya males-malesan. Tolong bagian pendaftaran diberi pelatihan lagi biar tau jadi frontliner itu harus seperti apa. Perbaiki sistem juga, contoh kantor SAMSAT dan beberapa rumah sakit yang ada tempat untuk meletakkan dokumen, jadi orang dateng langsung dikumpulkan persyaratan tersebut dalam kotak tersebut. Bahkan kalau orang bingung, ketika tanya dijawab dengan ramah."
